label_tec,sentence
T1070,InvisiMole also has a built-in command to modify file times.
T1070,Psylo has a command to conduct timestomping by setting a specified file’s timestamps to match those of a system file in the System32 directory.
T1070,China Chopper's server component can change the timestamp of files.
T1070,KeyBoy time-stomped its DLL in order to evade detection.
T1070,PowerStallion modifies the MAC times of its local log files to match that of the victim's desktop.ini file.
T1070,Attor has manipulated the time of last access to files and registry keys after they have been created or modified.
T1070,Shamoon can change the modified time for files to evade forensic detection.
T1070,BLINDINGCAN has modified file and directory timestamps.
T1070,Cobalt Strike can timestomp any files or payloads placed on a target machine to help them blend in.
T1070,OSX_OCEANLOTUS.D can use the touch -t command to change timestamps.
T1070,Stuxnet extracts and writes driver files that match the times of other legitimate files.
T1070,EVILNUM has changed the creation date of files.
T1070,BitPaymer can modify the timestamp of an executable so that it can be identified and restored by the decryption tool.
T1070,TAINTEDSCRIBE can change the timestamp of specified filenames.
T1070,"Kobalos can modify timestamps of replaced files, such as ssh with the added credential stealer or sshd used to deploy Kobalos."
T1070,Cobalt Strike will timestomp any files or payloads placed on a target machine to help them blend in.
T1070,APT28 has performed timestomping on victim files.
T1070,"APT32 has used scheduled task raw XML with a backdated timestamp of June 2, 2016."
T1070,The group has also set the creation time of the files dropped by the second stage of the exploit to match the creation time of kernel32.dll.
T1070,"Additionally, APT32 has used a random value to modify the timestamp of the file storing the clientID."
T1070,"Several Lazarus Group malware families use timestomping, including modifying the last write timestamp of a specified Registry key to a random date, as well as copying the timestamp for legitimate .exe files  to its dropped files."
T1070,TEMP.Veles used timestomping to modify the $STANDARD_INFORMATION attribute on tools.
T1070,Rocke has changed the time stamp of certain files.
T1070,Kimsuky has manipulated timestamps for creation or compilation dates to defeat anti-forensics.
T1070,Chimera has used a Windows version of the Linux touch command to modify the date and time stamp on DLLs.
T1070,UNC2452 modified timestamps of backdoors to match legitimate Windows files.
T1070,APT29 modified timestamps of backdoors to match legitimate Windows files.
T1070,APT38 has modified data timestamps to mimic files that are in the same folder on a compromised host.
T1134,Adversaries may duplicate then impersonate another user's token to escalate privileges and bypass access controls.
T1134,An adversary can create a new access token that duplicates an existing token using DuplicateToken.
T1134,"The token can then be used with ImpersonateLoggedOnUser to allow the calling thread to impersonate a logged on user's security context, or with SetThreadToken to assign the impersonated token to a thread."
T1134,"An adversary may do this when they have a specific, existing process they want to assign the new token to."
T1134,"For example, this may be useful for when the target user has a non-network logon session on the system."
T1134,FinFisher uses token manipulation with NtFilterToken as part of UAC bypass.
T1134,Okrum can impersonate a logged-on user's security context using a call to the ImpersonateLoggedOnUser API.
T1134,Aria-body has the ability to duplicate a token from ntprint.exe.
T1134,"Shamoon can impersonate tokens using LogonUser, ImpersonateLoggedOnUser, and ImpersonateNamedPipeClient."
T1134,REvil can obtain the token from the user that launched the explorer.exe process to avoid affecting the desktop of the SYSTEM user.
T1134,Cobalt Strike can steal access tokens from exiting processes.
T1134,Stuxnet attempts to impersonate an anonymous token to enumerate bindings in the service control manager.
T1134,BitPaymer can use the tokens of users to create processes on infected systems.
T1134,Siloscape impersonates the main thread of CExecSvc.exe by calling NtImpersonateThread.
T1134,APT28 has used CVE-2015-1701 to access the SYSTEM token and copy it into the current process as part of privilege escalation.
T1134,FIN8 has used a malicious framework designed to impersonate the lsass.exe/vmtoolsd.exe token.
T1588,"Adversaries may buy, steal, or download software tools that can be used during targeting."
T1588,"Tools can be open or closed source, free or commercial."
T1588,"A tool can be used for malicious purposes by an adversary, but  were not intended to be used for those purposes ."
T1588,"Tool acquisition can involve the procurement of commercial software licenses, including for red teaming tools such as Cobalt Strike."
T1588,"Commercial software may be obtained through purchase, stealing licenses , or cracking trial versions."
T1588,"Adversaries may obtain tools to support their operations, including to support execution of post-compromise behaviors."
T1588,"In addition to freely downloading or purchasing software, adversaries may steal software and/or software licenses from third-party entities ."
T1588,Sandworm Team has acquired open-source tools for some of it's operations; for example it acquired Invoke-PSImage to establish an encrypted channel from a compromised host to Sandworm Team's C2 server as part of its preparation for the 2018 Winter Olympics attack.
T1588,"GALLIUM has used a variety of widely-available tools, which in some cases they modified to add functionality and/or subvert antimalware solutions."
T1588,Silent Librarian has obtained free and publicly available tools including SingleFile and HTTrack to copy login pages of targeted organizations.
T1588,MuddyWater has made use of  legitimate tools ConnectWise and RemoteUtilities for access to target environments.
T1588,APT1 has used various open-source tools for privilege escalation purposes.
T1588,APT39 has modified and used customized versions of publicly-available tools like PLINK and Mimikatz.
T1588,CopyKittens has used Metasploit and Empire for post-exploitation activities.
T1588,FIN10 has relied on publicly-available software to gain footholds and establish persistence in victim environments.
T1588,APT19 has obtained and used publicly-available tools like Empire.
T1588,APT33 has obtained and leveraged publicly-available tools for early intrusion activities.
T1588,Turla has obtained and customized publicly-available tools like Mimikatz.
T1588,WIRTE has obtained and used Empire for post-exploitation activities.
T1588,Silence has obtained and modified versions of publicly-available tools like Empire and PsExec.
T1588,Frankenstein has obtained and used Empire to deploy agents.
T1588,"Wizard Spider has obtained and used publicly-available post-exploitation frameworks and tools like Metasploit, Empire, Mimikatz."
T1588,"APT28 has obtained and used open-source tools like Koadic, Mimikatz, and Responder."
T1588,"Magic Hound has obtained and used open-source penetration testing tools like Havij, sqlmap, Metasploit, and Mimikatz."
T1588,APT-C-36 obtained and used a modified variant of Imminent Monitor.
T1588,"menuPass has used and modified open-source tools like Impacket, Mimikatz, and pwdump."
T1588,BackdoorDiplomacy has obtained a variety of open-source reconnaissance and red team tools for discovery and lateral movement.
T1588,IndigoZebra has acquired open source tools such as NBTscan and Meterpreter for their operations.
T1588,"Ferocious Kitten has obtained open source tools for its operations, including JsonCPP and Psiphon."
T1588,"Threat Group-3390 has obtained and used tools such as Impacket, pwdump, Mimikatz, gsecdump, NBTscan, and Windows Credential Editor."
T1588,"Leafminer has obtained and used tools such as LaZagne, Mimikatz, PsExec, and MailSniper."
T1588,Inception has obtained and used open-source tools such as LaZagne.
T1588,"Cleaver has obtained and used open-source tools such as PsExec, Windows Credential Editor, and Mimikatz."
T1588,Carbanak has obtained and used open-source tools such as PsExec and Mimikatz.
T1588,"BRONZE BUTLER has obtained and used open-source tools such as Mimikatz, gsecdump, and Windows Credential Editor."
T1588,APT38 has obtained and used open-source tools such as Mimikatz.
T1588,"APT32 has obtained and used tools such as Mimikatz and Cobalt Strike, and a variety of other open-source tools from GitHub."
T1588,"DarkHydrus has obtained and used tools such as Mimikatz, Empire, and Cobalt Strike."
T1588,Ke3chang has obtained and used tools such as Mimikatz.
T1588,Thrip has obtained and used tools such as Mimikatz and PsExec.
T1588,"APT29 has obtained and used a variety of tools including Mimikatz, SDelete, Tor, meek, and Cobalt Strike."
T1588,"Cobalt Group has obtained and used a variety of tools including Mimikatz, PsExec, Cobalt Strike, and SDelete."
T1588,PittyTiger has obtained and used tools such as Mimikatz and gsecdump.
T1588,Kimsuky has obtained and used tools such as Mimikatz and PsExec.
T1588,TEMP.Veles has obtained and used tools such as Mimikatz and PsExec.
T1588,"FIN6 has obtained and used tools such as Mimikatz, Cobalt Strike, and AdFind."
T1588,"APT41 has obtained and used tools such as Mimikatz, pwdump, PowerSploit, and Windows Credential Editor."
T1588,Whitefly has obtained and used tools such as Mimikatz.
T1588,Blue Mockingbird has obtained and used tools such as Mimikatz.
T1588,"Dragonfly has obtained and used tools such as Mimikatz, CrackMapExec, and PsExec."
T1588,"Chimera has obtained and used tools such as BloodHound, Cobalt Strike, Mimikatz, and PsExec."
T1588,Patchwork has obtained and used open-source tools such as QuasarRAT.
T1588,Gorgon Group has obtained and used tools such as QuasarRAT and Remcos.
T1588,"FIN5 has obtained and used a customized version of PsExec, as well as use other tools such as pwdump, SDelete, and Windows Credential Editor."
T1588,"DarkVishnya has obtained and used tools such as Impacket, Winexe, and PsExec."
T1588,Night Dragon has obtained and used tools such as gsecdump.
T1588,CostaRicto has obtained open source tools to use in their operations.
T1020,Adversaries may leverage traffic mirroring in order to automate data exfiltration over compromised network infrastructure.
T1020,Traffic mirroring is a native feature for some network devices and used for network analysis and may be configured to duplicate traffic and forward to one or more destinations for analysis by a network analyzer or other monitoring device.
T1020,Adversaries may abuse traffic mirroring to mirror or redirect network traffic through other network infrastructure they control.
T1020,Malicious modifications to network devices to enable traffic redirection may be possible through ROMMONkit or Patch System Image.
T1020,"Adversaries may use traffic duplication in conjunction with Network Sniffing, Input Capture, or Adversary-in-the-Middle depending on the goals and objectives of the adversary."
T1205,Adversaries may use traffic signaling to hide open ports or other malicious functionality used for persistence or command and control.
T1205,"Traffic signaling involves the use of a magic value or sequence that must be sent to a system to trigger a special response, such as opening a closed port or executing a malicious task."
T1205,This may take the form of sending a series of packets with certain characteristics before a port will be opened that the adversary can use for command and control.
T1205,"Usually this series of packets consists of attempted connections to a predefined sequence of closed ports  Port Knocking, but can involve unusual flags, specific strings, or other unique characteristics."
T1205,"After the sequence is completed, opening a port may be accomplished by the host-based firewall, but could also be implemented by custom software."
T1205,"Adversaries may also communicate with an already open port, but the service listening on that port will only respond to commands or trigger other malicious functionality if passed the appropriate magic value."
T1205,"On network devices, adversaries may use crafted packets to enable Network Device Authentication for standard services offered by the device such as telnet."
T1205,"Such signaling may also be used to open a closed service port such as telnet, or to trigger module modification of malware implants on the device, adding, removing, or changing malicious capabilities."
T1205,"To enable this traffic signaling on embedded devices, adversaries must first achieve and leverage Patch System Image due to the monolithic nature of the architecture."
T1205,Adversaries may also use the Wake-on-LAN feature to turn on powered off systems.
T1205,"Wake-on-LAN is a hardware feature that allows a powered down system to be powered on, or woken up, by sending a magic packet to it."
T1205,"Once the system is powered on, it may become a target for lateral movement."
T1205,"Chaos provides a reverse shell is triggered upon receipt of a packet with a special string, sent to any port."
T1205,"Umbreon provides additional access using its backdoor Espeon, providing a reverse shell upon receipt of a special packet."
T1205,"Winnti for Linux has used a passive listener, capable of identifying a specific magic value before executing tasking, as a secondary command and control  mechanism."
T1205,SYNful Knock can be sent instructions via special packets to change its functionality.
T1205,Code for new functionality can be included in these messages.
T1205,Ryuk has used Wake-on-Lan to power on turned off systems for lateral movement.
T1205,"Penquin will connect to C2 only after sniffing a ""magic packet"" value in TCP or UDP packets matching specific conditions."
T1205,Kobalos is triggered by an incoming TCP connection to a legitimate service from a specific source port.
T1205,"Umbreon provides additional access using its backdoor Espeon, providing a reverse shell upon receipt of a special packet"
T1537,"Adversaries may exfiltrate data by transferring the data, including backups of cloud environments, to another cloud account they control on the same service to avoid typical file transfers/downloads and network-based exfiltration detection."
T1537,A defender who is monitoring for large transfers to outside the cloud environment through normal file transfers or over command and control channels may not be watching for data transfers to another account within the same cloud provider.
T1537,Such transfers may utilize existing cloud provider APIs and the internal address space of the cloud provider to blend into normal traffic or avoid data transfers over external network interfaces.
T1537,Incidents have been observed where adversaries have created backups of cloud instances and transferred them to separate accounts.
T1565,Adversaries may alter data en route to storage or other systems in order to manipulate external outcomes or hide activity.
T1565,"By manipulating transmitted data, adversaries may attempt to affect a business process, organizational understanding, and decision making."
T1565,Manipulation may be possible over a network connection or between system processes where there is an opportunity deploy a tool that will intercept and change information.
T1565,The type of modification and the impact it will have depends on the target transmission mechanism as well as the goals and objectives of the adversary.
T1565,"LightNeuron is capable of modifying email content, headers, and attachments during transit."
T1565,"Metamorfo has a function that can watch the contents of the system clipboard for valid bitcoin addresses, which it then overwrites with the attacker's address."
T1565,Melcoz can monitor the clipboard for cryptocurrency addresses and change the intended address to one controlled by the adversary.
T1565,APT38 has used DYEPACK to manipulate SWIFT messages en route to a printer.
T1505,Adversaries may abuse Microsoft transport agents to establish persistent access to systems.
T1505,"Microsoft Exchange transport agents can operate on email messages passing through the transport pipeline to perform various tasks such as filtering spam, filtering malicious attachments, journaling, or adding a corporate signature to the end of all outgoing emails."
T1505,Transport agents can be written by application developers and then compiled to .NET assemblies that are subsequently registered with the Exchange server.
T1505,Transport agents will be invoked during a specified stage of email processing and carry out developer defined tasks.
T1505,Adversaries may register a malicious transport agent to provide a persistence mechanism in Exchange Server that can be triggered by adversary-specified email events.
T1505,"Though a malicious transport agent may be invoked for all emails passing through the Exchange transport pipeline, the agent can be configured to only carry out specific tasks in response to adversary defined criteria."
T1505,"For example, the transport agent may only carry out an action like copying in-transit attachments and saving them for later exfiltration if the recipient email address matches an entry on a list provided by the adversary."
T1505,LightNeuron has used a malicious Microsoft Exchange transport agent for persistence.
T1546,Adversaries may establish persistence by executing malicious content triggered by an interrupt signal.
T1546,The trap command allows programs and shells to specify commands that will be executed upon receiving interrupt signals.
T1546,A common situation is a script allowing for graceful termination and handling of common keyboard interrupts like ctrl+c and ctrl+d.
T1546,Adversaries can use this to register code to be executed when the shell encounters specific interrupts as a persistence mechanism.
T1546,"Trap commands are of the following format trap 'command list' signals where ""command list"" will be executed when ""signals"" are received."
T1127,Adversaries may take advantage of trusted developer utilities to proxy execution of malicious payloads.
T1127,"There are many utilities used for software development related tasks that can be used to execute code in various forms to assist in development, debugging, and reverse engineering."
T1127,These utilities may often be signed with legitimate certificates that allow them to execute on a system and proxy execution of malicious code through a trusted process that effectively bypasses application control solutions.
T1127,"A version of PlugX loads as shellcode within a .NET Framework project using msbuild.exe, presumably to bypass application whitelisting techniques."
T1199,Adversaries may breach or otherwise leverage organizations who have access to intended victims.
T1199,Access through trusted third party relationship exploits an existing connection that may not be protected or receives less scrutiny than standard mechanisms of gaining access to a network.
T1199,Organizations often grant elevated access to second or third-party external providers in order to allow them to manage internal systems as well as cloud-based environments.
T1199,"Some examples of these relationships include IT services contractors, managed security providers, infrastructure contractors ."
T1199,"The third-party provider's access may be intended to be limited to the infrastructure being maintained, but may exist on the same network as the rest of the enterprise."
T1199,"As such, Valid Accounts used by the other party for access to internal network systems may be compromised and used."
T1199,menuPass has used legitimate access granted to Managed Service Providers in order to access victims of interest.
T1199,"Once APT28 gained access to the DCCC network, the group then proceeded to use that access to compromise the DNC network."
T1199,GOLD SOUTHFIELD has breached Managed Service Providers  to deliver malware to MSP customers.
T1199,Sandworm Team has used dedicated network connections from one victim organization to gain unauthorized access to a separate organization.
T1199,APT29 has used compromised certificates issued by Mimecast to authenticate to Mimecast customer systems.
T1111,"Adversaries may target two-factor authentication mechanisms, such as smart cards, to gain access to credentials that can be used to access systems, services, and network resources."
T1111,"Use of two or multi-factor authentication  is recommended and provides a higher level of security than user names and passwords alone, but organizations should be aware of techniques that could be used to intercept and bypass these security mechanisms."
T1111,"If a smart card is used for two-factor authentication, then a keylogger will need to be used to obtain the password associated with a smart card during normal use."
T1111,"With both an inserted card and access to the smart card password, an adversary can connect to a network resource using the infected system to proxy the authentication with the inserted hardware token."
T1111,"Adversaries may also employ a keylogger to similarly target other hardware tokens, such as RSA SecurID."
T1111,Capturing token input  may provide temporary access  replay the one-time passcode until the next value rollover as well as possibly enabling adversaries to reliably predict future authentication values .
T1111,Other methods of 2FA may be intercepted and used by an adversary to authenticate.
T1111,It is common for one-time codes to be sent via out-of-band communications .
T1111,"If the device and/or service is not secured, then it may be vulnerable to interception."
T1111,"Although primarily focused on by cyber criminals, these authentication mechanisms have been targeted by advanced actors."
T1111,Sykipot is known to contain functionality that enables targeting of smart card technologies to proxy authentication for connections to restricted network resources using detected hardware tokens.
T1111,Operation Wocao has used a custom collection method to intercept two-factor authentication soft tokens.
T1111,Chimera has registered alternate phone numbers for compromised users to intercept 2FA codes sent via SMS.
T1059,Adversaries may abuse Unix shell commands and scripts for execution.
T1059,"Unix shells are the primary command prompt on Linux and macOS systems, though many variations of the Unix shell exist  depending on the specific OS or distribution."
T1059,"Unix shells can control every aspect of a system, with certain commands requiring elevated privileges."
T1059,Unix shells also support scripts that enable sequential execution of commands as well as other typical programming operations such as conditionals and loops.
T1059,"Common uses of shell scripts include long or repetitive tasks, or the need to run the same set of commands on multiple systems."
T1059,Adversaries may abuse Unix shells to execute various commands or payloads.
T1059,Interactive shells may be accessed through command and control channels or during lateral movement such as with SSH.
T1059,Adversaries may also leverage shell scripts to deliver and execute multiple commands on victims or as part of payloads used for persistence.
T1059,CallMe has the capability to create a reverse shell on victims.
T1059,Derusbi is capable of creating a remote Bash shell and executing commands.
T1059,Kazuar uses /bin/bash to execute commands on the victim’s machine.
T1059,Proton uses macOS' .command file type to script actions.
T1059,CoinTicker executes a bash script to establish a reverse shell.
T1059,Exaramel for Linux has a command to execute a shell command on the system.
T1059,"OSX/Shlayer can use bash scripts to check the macOS version, download payloads, and extract bytes from files."
T1059,OSX/Shlayer uses the command sh -c tail -c +1381... to extract bytes at an offset from a specified file.
T1059,Fysbis has the ability to create and execute commands in a remote shell for CLI.
T1059,LoudMiner used shell scripts to launch various services and to start/stop the QEMU virtualization.
T1059,Skidmap has used pm.sh to download and install its main payload.
T1059,WindTail can use the open command to execute an application.
T1059,Bundlore has leveraged /bin/sh and /bin/bash to execute commands on the victim machine.
T1059,Drovorub can execute arbitrary commands as root on a compromised system.
T1059,Anchor can execute payloads via shell scripting.
T1059,CookieMiner has used a Unix shell script to run a series of commands targeting macOS.
T1059,OSX_OCEANLOTUS.D uses a shell script as the main executable inside an app bundle and drops an embedded base64-encoded payload to the /tmp folder.
T1059,NETWIRE has the ability to use /bin/bash and /bin/sh to execute commands.
T1059,AppleJeus has used shell scripts to execute commands after installation and set persistence mechanisms.
T1059,Penquin can execute remote commands using bash scripts.
T1059,Hildegard has used shell scripts for execution.
T1059,Kinsing has used Unix shell scripts to execute commands in the victim environment.
T1059,Doki has executed shell scripts with /bin/sh.
T1059,Kobalos can spawn a new pseudo-terminal and execute arbitrary commands at the command prompt.
T1059,Turian has the ability to use /bin/sh to execute commands.
T1059,"XCSSET uses a shell script to execute Mach-o files and osacompile commands such as, osacompile -x -o xcode.app main.applescript."
T1059,APT41 executed file /bin/pwd in activity exploiting CVE-2019-19781 against Citrix devices.
T1059,Rocke used shell scripts to run commands which would obtain persistence and execute the cryptocurrency mining malware.
T1059,TeamTNT has used shell scripts for execution.
T1546,Adversaries may establish persistence through executing malicious commands triggered by a user’s shell.
T1546,User Unix Shells execute several configuration scripts at different points throughout the session based on events.
T1546,"For example, when a user opens a command-line interface or remotely logs in  a login shell is initiated."
T1546,The login shell executes scripts from the system  and the user’s home directory  to configure the environment.
T1546,All login shells on a system use /etc/profile when initiated.
T1546,"These configuration scripts run at the permission level of their directory and are often used to set environment variables, create aliases, and customize the user’s environment."
T1546,"When the shell exits or terminates, additional shell scripts are executed to ensure the shell exits appropriately."
T1546,Adversaries may attempt to establish persistence by inserting commands into scripts automatically executed by shells.
T1546,"Using bash as an example, the default shell for most GNU/Linux systems, adversaries may add commands that launch malicious binaries into the /etc/profile and /etc/profile.d files."
T1546,These files typically require root permissions to modify and are executed each time any shell on a system launches.
T1546,"For user level permissions, adversaries can insert malicious commands into ~/.bash_profile, ~/.bash_login, or ~/.profile which are sourced when a user opens a command-line interface or connects remotely."
T1546,"Since the system only executes the first existing file in the listed order, adversaries have used ~/.bash_profile to ensure execution."
T1546,"Adversaries have also leveraged the ~/.bashrc file which is additionally executed if the connection is established remotely or an additional interactive shell is opened, such as a new tab in the command-line interface."
T1546,"Some malware targets the termination of a program to trigger execution, adversaries can use the ~/.bash_logout file to execute malicious commands at the end of a session."
T1546,"For macOS, the functionality of this technique is similar but may leverage zsh, the default shell for macOS 10.15+."
T1546,"When the Terminal.app is opened, the application launches a zsh login shell and a zsh interactive shell."
T1546,"The login shell configures the system environment using /etc/profile, /etc/zshenv, /etc/zprofile, and /etc/zlogin."
T1546,The login shell then configures the user environment with ~/.zprofile and ~/.zlogin.
T1546,The interactive shell uses the ~/.zshrc to configure the user environment.
T1546,"Upon exiting, /etc/zlogout and ~/.zlogout are executed."
T1546,"For legacy programs, macOS executes /etc/bashrc on startup."
T1546,Linux Rabbit maintains persistence on an infected machine through rc.local and .bashrc files.
T1552,Adversaries may search compromised systems to find and obtain insecurely stored credentials.
T1552,"These credentials can be stored and/or misplaced in many locations on a system, including plaintext files , operating system or application-specific repositories , or other specialized files/artifacts ."
T1535,Adversaries may create cloud instances in unused geographic service regions in order to evade detection.
T1535,Access is usually obtained through compromising accounts used to manage cloud infrastructure.
T1535,"Cloud service providers often provide infrastructure throughout the world in order to improve performance, provide redundancy, and allow customers to meet compliance requirements."
T1535,"Oftentimes, a customer will only use a subset of the available regions and may not actively monitor other regions."
T1535,"If an adversary creates resources in an unused region, they may be able to operate undetected."
T1535,A variation on this behavior takes advantage of differences in functionality across cloud regions.
T1535,An adversary could utilize regions which do not support advanced detection services in order to avoid detection of their activity.
T1535,"An example of adversary use of unused AWS regions is to mine cryptocurrency through Resource Hijacking, which can cost organizations substantial amounts of money over time depending on the processing power used."
T1608,Adversaries may upload malware to third-party or adversary controlled infrastructure to make it accessible during targeting.
T1608,"Malicious software can include payloads, droppers, post-compromise tools, backdoors, and a variety of other malicious content."
T1608,"Adversaries may upload malware to support their operations, such as making a payload available to a victim network to enable Ingress Tool Transfer by placing it on an Internet accessible web server."
T1608,Malware may be placed on infrastructure that was previously purchased/rented by the adversary  or was otherwise compromised by them .
T1608,"Malware can also be staged on web services, such as GitHub or Pastebin."
T1608,"Adversaries may upload backdoored files, such as application binaries, virtual machine images, or container images, to third-party software stores or repositories ."
T1608,"By chance encounter, victims may directly download/install these backdoored files via User Execution."
T1608,Masquerading may increase the chance of users mistakenly executing these files.
T1608,"APT32 has hosted malicious payloads in Dropbox, Amazon S3, and Google Drive for use during targeting."
T1608,TeamTNT has uploaded backdoored Docker images to Docker Hub.
T1608,Adversaries may upload tools to third-party or adversary controlled infrastructure to make it accessible during targeting.
T1608,"Tools can be used for malicious purposes by an adversary, but  were not intended to be used for those purposes ."
T1608,"Adversaries may upload tools to support their operations, such as making a tool available to a victim network to enable Ingress Tool Transfer by placing it on an Internet accessible web server."
T1608,Tools may be placed on infrastructure that was previously purchased/rented by the adversary  or was otherwise compromised by them .
T1608,"Tools can also be staged on web services, such as an adversary controlled GitHub repo."
T1608,"Adversaries can avoid the need to upload a tool by having compromised victim machines download the tool directly from a third-party hosting location , including the original hosting site of the tool."
T1608,"Threat Group-3390 has staged tools, including gsecdump and WCE, on previously compromised websites."
T1550,"Adversaries may use alternate authentication material, such as password hashes, Kerberos tickets, and application access tokens, in order to move laterally within an environment and bypass normal system access controls."
T1550,Authentication processes generally require a valid identity  along with one or more authentication factors .
T1550,Alternate authentication material is legitimately generated by systems after a user or application successfully authenticates by providing a valid identity and the required authentication factor.
T1550,Alternate authentication material may also be generated during the identity creation process.
T1550,Caching alternate authentication material allows the system to verify an identity has successfully authenticated without asking the user to reenter authentication factor.
T1550,Because the alternate authentication must be maintained by the system—either in memory or on disk—it may be at risk of being stolen through Credential Access techniques.
T1550,"By stealing alternate authentication material, adversaries are able to bypass system access controls and authenticate to systems without knowing the plaintext password or any additional authentication factors."
T1550,"UNC2452 used forged SAML tokens that allowed the actors to impersonate users and bypass MFA, enabling UNC2452 to access enterprise cloud applications and services."
T1550,"APT29 used forged SAML tokens that allowed the actors to impersonate users and bypass MFA, enabling APT29 to access enterprise cloud applications and services."
T1497,Adversaries may employ various user activity checks to detect and avoid virtualization and analysis environments.
T1497,"Adversaries may search for user activity on the host based on variables such as the speed/frequency of mouse movements and clicks  , browser history, cache, bookmarks, or number of files in common directories such as home or the desktop."
T1497,"Other methods may rely on specific user interaction with the system before the malicious code is activated, such as waiting for a document to close before activating a macro  or waiting for a user to double click on an embedded image to activate."
T1497,"Okrum loader only executes the payload after the left mouse button has been pressed at least three times, in order to avoid being executed within virtualized or emulated environments."
T1497,Spark has used a splash screen to check whether an user actively clicks on the screen before running malicious code.
T1497,FIN7 used images embedded into document lures that only activate the payload when a user double clicks to avoid sandboxes.
T1497,Darkhotel has used malware that repeatedly checks the mouse cursor position to determine if a real user is on the system.
T1204,An adversary may rely upon specific actions by a user in order to gain execution.
T1204,"Users may be subjected to social engineering to get them to execute malicious code by, for example, opening a malicious document file or link."
T1204,These user actions will typically be observed as follow-on behavior from forms of Phishing.
T1204,"While User Execution frequently occurs shortly after Initial Access it may occur at other phases of an intrusion, such as when an adversary places a file in a shared directory or on a user's desktop hoping that a user will click on it."
T1204,Magic Hound has attempted to get users to execute malware via social media and spearphishing emails.
T1564,Adversaries may hide malicious Visual Basic for Applications  payloads embedded within MS Office documents by replacing the VBA source code with benign data.
T1564,MS Office documents with embedded VBA content store source code inside of module streams.
T1564,Each module stream has a PerformanceCache that stores a separate compiled version of the VBA source code known as p-code.
T1564,The p-code is executed when the MS Office version specified in the _VBA_PROJECT stream  matches the version of the host MS Office application.
T1564,"An adversary may hide malicious VBA code by overwriting the VBA source code location with zero’s, benign code, or random bytes while leaving the previously compiled malicious p-code."
T1564,Tools that scan for malicious VBA source code may be bypassed as the unwanted code is hidden in the compiled p-code.
T1564,"If the VBA source code is removed, some tools might even think that there are no macros present."
T1564,"If there is a version match between the _VBA_PROJECT stream and host MS Office application, the p-code will be executed, otherwise the benign VBA source code will be decompressed and recompiled to p-code, thus removing malicious p-code and potentially bypassing dynamic analysis."
T1055,Adversaries may inject malicious code into processes via VDSO hijacking in order to evade process-based defenses as well as possibly elevate privileges.
T1055,Virtual dynamic shared object  hijacking is a method of executing arbitrary code in the address space of a separate live process.
T1055,VDSO hijacking involves redirecting calls to dynamically linked shared libraries.
T1055,Memory protections may prevent writing executable code to a process via Ptrace System Calls.
T1055,"However, an adversary may hijack the syscall interface code stubs mapped into a process from the vdso shared object to execute syscalls to open and map a malicious shared object."
T1055,This code can then be invoked by redirecting the execution flow of the process via patched memory address references stored in a process' global offset table .
T1055,Execution via VDSO hijacking may also evade detection from security products since the execution is masked under a legitimate process.
T1021,Adversaries may use Valid Accounts to remotely control machines using Virtual Network Computing .
T1021,"VNC is a platform-independent desktop sharing system that uses the RFB  protocol to enable users to remotely control another computer’s display by relaying the screen, mouse, and keyboard inputs over the network."
T1021,VNC differs from Remote Desktop Protocol as VNC is screen-sharing software rather than resource-sharing software.
T1021,"By default, VNC uses the system's authentication, but it can be configured to use credentials specific to VNC."
T1021,"Adversaries may abuse VNC to perform malicious actions as the logged-on user such as opening documents, downloading files, and running arbitrary commands."
T1021,An adversary could use VNC to remotely control and monitor a system to collect data and information to pivot to other systems within the network.
T1021,Specific VNC libraries/implementations have also been susceptible to brute force attacks and memory usage exploitation.
T1021,Proton uses VNC to connect into systems.
T1021,ZxShell supports functionality for VNC sessions.
T1021,Carberp can start a remote VNC session by downloading a new plugin.
T1021,TrickBot has used a VNC module to monitor the victim and collect information to pivot to valuable systems on the network  GCMAN uses VNC for lateral movement.
T1021,Fox Kitten has installed TightVNC server and client on compromised servers and endpoints for lateral movement.
T1021,FIN7 has used TightVNC to control compromised hosts.
T1078,"Adversaries may obtain and abuse credentials of existing accounts as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion."
T1078,"Compromised credentials may be used to bypass access controls placed on various resources on systems within the network and may even be used for persistent access to remote systems and externally available services, such as VPNs, Outlook Web Access and remote desktop."
T1078,Compromised credentials may also grant an adversary increased privilege to specific systems or access to restricted areas of the network.
T1078,Adversaries may choose not to use malware or tools in conjunction with the legitimate access those credentials provide to make it harder to detect their presence.
T1078,"The overlap of permissions for local, domain, and cloud accounts across a network of systems is of concern because the adversary may be able to pivot across accounts and systems to reach a high level of access , domain or enterprise administrator to bypass access controls set within the enterprise."
T1078,Linux Rabbit acquires valid SSH accounts through brute force.
T1078,Industroyer can use supplied user credentials to execute processes and stop services.
T1078,Dtrack used hard-coded credentials to gain access to a network share.
T1078,Kinsing has used valid SSH credentials to access remote hosts.
T1078,PittyTiger attempts to obtain legitimate credentials during operations.
T1078,Carbanak actors used legitimate credentials of banking employees to perform operations that sent them millions of dollars.
T1078,FIN8 has used valid accounts for persistence and lateral movement.
T1078,menuPass has used valid accounts including shared between Managed Service Providers and clients to move between the two environments.
